,Unnamed: 0,id_turma,discente,unidade,nota,reposicao,media_final,numero_total_faltas,descricao
7701,519066,57565224,daee292530a6b180685cd6cfd22c6496,3.0,5.30000019,f,3.7,24.0,REPROVADO
7702,276346,57564843,dc0b37a9d90ff2d54cb650d366bb9d1e,1.0,3.0,f,2.7,26.0,REPROVADO
7703,276347,57564843,dc0b37a9d90ff2d54cb650d366bb9d1e,2.0,3.0,f,2.7,26.0,REPROVADO
7704,276348,57564843,dc0b37a9d90ff2d54cb650d366bb9d1e,3.0,2.0,f,2.7,26.0,REPROVADO
7705,276349,57564843,a8e2e545c4b9385773d1fd98188f6f59,1.0,0.0,f,0.3,22.0,REPROVADO
7706,276350,57564843,a8e2e545c4b9385773d1fd98188f6f59,2.0,1.0,f,0.3,22.0,REPROVADO
7707,276351,57564843,a8e2e545c4b9385773d1fd98188f6f59,3.0,0.0,f,0.3,22.0,REPROVADO
7708,276352,57564843,9d78bef9cf3602ea7e25f55cf79ae0db,1.0,6.5,f,6.0,13.0,APROVADO POR NOTA
7709,276353,57564843,9d78bef9cf3602ea7e25f55cf79ae0db,2.0,6.0,f,6.0,13.0,APROVADO POR NOTA
7710,276354,57564843,9d78bef9cf3602ea7e25f55cf79ae0db,3.0,5.5,f,6.0,13.0,APROVADO POR NOTA
7712,276356,57564843,b41962dbdf2c399278387568c820ac90,1.0,9.0,f,7.4,8.0,APROVADO
7713,276357,57564843,b41962dbdf2c399278387568c820ac90,2.0,5.19999981,f,7.4,8.0,APROVADO
7714,276358,57564843,b41962dbdf2c399278387568c820ac90,3.0,8.0,f,7.4,8.0,APROVADO
7715,276359,57564843,21f431743a2e10ec0179a8f172a682a2,1.0,7.5,f,7.0,2.0,APROVADO
7716,276360,57564843,21f431743a2e10ec0179a8f172a682a2,2.0,7.30000019,f,7.0,2.0,APROVADO
7717,276361,57564843,21f431743a2e10ec0179a8f172a682a2,3.0,6.19999981,f,7.0,2.0,APROVADO
7718,276362,57564843,a16ed96ee765c2ec436358814f6bc646,1.0,7.0,f,5.0,9.0,APROVADO POR NOTA
7719,276363,57564843,a16ed96ee765c2ec436358814f6bc646,2.0,4.0,f,5.0,9.0,APROVADO POR NOTA
7720,276364,57564843,a16ed96ee765c2ec436358814f6bc646,3.0,4.0,f,5.0,9.0,APROVADO POR NOTA
7721,276365,57564843,ded1024a6672e20684cb73770364b4e4,1.0,1.0,f,0.3,48.0,REPROVADO POR MÉDIA E POR FALTAS
7722,276366,57564843,ded1024a6672e20684cb73770364b4e4,2.0,0.0,f,0.3,48.0,REPROVADO POR MÉDIA E POR FALTAS
7723,276367,57564843,ded1024a6672e20684cb73770364b4e4,3.0,0.0,f,0.3,48.0,REPROVADO POR MÉDIA E POR FALTAS
7724,276368,57564843,71ded068ae396ef3bb21c15219c4906b,1.0,1.5,f,1.7,40.0,REPROVADO POR MÉDIA E POR FALTAS
7725,276369,57564843,71ded068ae396ef3bb21c15219c4906b,2.0,3.5,f,1.7,40.0,REPROVADO POR MÉDIA E POR FALTAS
7726,276370,57564843,71ded068ae396ef3bb21c15219c4906b,3.0,0.0,f,1.7,40.0,REPROVADO POR MÉDIA E POR FALTAS
7736,276380,57564843,a8e0be6d1f80a287bc04c8b2aad01580,1.0,3.0,f,1.0,37.0,REPROVADO POR MÉDIA E POR FALTAS
7737,276381,57564843,a8e0be6d1f80a287bc04c8b2aad01580,2.0,0.0,f,1.0,37.0,REPROVADO POR MÉDIA E POR FALTAS
7738,276382,57564843,a8e0be6d1f80a287bc04c8b2aad01580,3.0,0.0,f,1.0,37.0,REPROVADO POR MÉDIA E POR FALTAS
7742,276386,57564843,15f5e1533bd363c766d01f75ebcbe2b7,1.0,4.5,f,1.8,29.0,REPROVADO POR MÉDIA E POR FALTAS
7743,276387,57564843,15f5e1533bd363c766d01f75ebcbe2b7,2.0,1.0,f,1.8,29.0,REPROVADO POR MÉDIA E POR FALTAS
7744,276388,57564843,15f5e1533bd363c766d01f75ebcbe2b7,3.0,0.0,f,1.8,29.0,REPROVADO POR MÉDIA E POR FALTAS
7745,276389,57564843,774568ed670a68e9c07da231310e3ab9,1.0,3.0,f,1.2,14.0,REPROVADO
7746,276390,57564843,774568ed670a68e9c07da231310e3ab9,2.0,0.5,f,1.2,14.0,REPROVADO
7747,276391,57564843,774568ed670a68e9c07da231310e3ab9,3.0,0.0,f,1.2,14.0,REPROVADO
7748,276392,57564843,4f6604e9e784dfcc5d63db809178681e,1.0,6.5,f,5.8,15.0,APROVADO POR NOTA
7749,276393,57564843,4f6604e9e784dfcc5d63db809178681e,2.0,7.80000019,f,5.8,15.0,APROVADO POR NOTA
7750,276394,57564843,4f6604e9e784dfcc5d63db809178681e,3.0,0.5,t,5.8,15.0,APROVADO POR NOTA
7751,276395,57564843,01520db6ce2ca85f5b119463328ccb93,1.0,3.5,t,5.3,12.0,APROVADO POR NOTA
7752,276396,57564843,01520db6ce2ca85f5b119463328ccb93,2.0,6.0,f,5.3,12.0,APROVADO POR NOTA
7753,276397,57564843,01520db6ce2ca85f5b119463328ccb93,3.0,4.0,f,5.3,12.0,APROVADO POR NOTA
7754,276398,57564843,ccece052e4da7294d46957f07a89a077,1.0,0.5,f,0.2,28.0,REPROVADO POR MÉDIA E POR FALTAS
7755,276399,57564843,ccece052e4da7294d46957f07a89a077,2.0,0.0,f,0.2,28.0,REPROVADO POR MÉDIA E POR FALTAS
7756,276400,57564843,ccece052e4da7294d46957f07a89a077,3.0,0.0,f,0.2,28.0,REPROVADO POR MÉDIA E POR FALTAS
7764,276408,57564843,240d89786f849e37a4d06809e635fa47,1.0,0.0,f,1.1,22.0,REPROVADO
7765,276409,57564843,240d89786f849e37a4d06809e635fa47,2.0,3.20000005,f,1.1,22.0,REPROVADO
7766,276410,57564843,240d89786f849e37a4d06809e635fa47,3.0,0.0,f,1.1,22.0,REPROVADO
7767,276411,57564843,d7d8b8da956d726a0c4b65a49a8dfffd,1.0,1.0,f,0.8,16.0,REPROVADO
7768,276412,57564843,d7d8b8da956d726a0c4b65a49a8dfffd,2.0,1.29999995,f,0.8,16.0,REPROVADO
7769,276413,57564843,d7d8b8da956d726a0c4b65a49a8dfffd,3.0,0.0,f,0.8,16.0,REPROVADO
7773,603284,57564843,847e489b0b8c99c0edb33f2ccdff3608,1.0,3.29999995,f,2.5,16.0,REPROVADO
7774,603285,57564843,847e489b0b8c99c0edb33f2ccdff3608,2.0,4.19999981,f,2.5,16.0,REPROVADO
7775,603286,57564843,847e489b0b8c99c0edb33f2ccdff3608,3.0,0.0,f,2.5,16.0,REPROVADO
7776,603287,57564843,cb9da9e190b42ad22dea7f31955a025f,1.0,6.5,f,4.5,26.0,REPROVADO
7777,603288,57564843,cb9da9e190b42ad22dea7f31955a025f,2.0,3.5,f,4.5,26.0,REPROVADO
7778,603289,57564843,cb9da9e190b42ad22dea7f31955a025f,3.0,1.5,t,4.5,26.0,REPROVADO
7782,603293,57564843,1deed8f21a895fa8446751ffd0b079f6,1.0,2.0,f,1.8,27.0,REPROVADO POR MÉDIA E POR FALTAS
7783,603294,57564843,1deed8f21a895fa8446751ffd0b079f6,2.0,3.5,f,1.8,27.0,REPROVADO POR MÉDIA E POR FALTAS
7784,603295,57564843,1deed8f21a895fa8446751ffd0b079f6,3.0,0.0,f,1.8,27.0,REPROVADO POR MÉDIA E POR FALTAS
7785,603296,57564843,507b78920cea669978080e478577ae3a,1.0,9.30000019,f,8.7,2.0,APROVADO
7786,603297,57564843,507b78920cea669978080e478577ae3a,2.0,7.30000019,f,8.7,2.0,APROVADO
7787,603298,57564843,507b78920cea669978080e478577ae3a,3.0,9.5,f,8.7,2.0,APROVADO
7792,603303,57564843,a8d5ecfa0ebc8c6499461c0cf211114c,1.0,4.0,f,2.2,28.0,REPROVADO POR MÉDIA E POR FALTAS
7793,603304,57564843,a8d5ecfa0ebc8c6499461c0cf211114c,2.0,1.0,f,2.2,28.0,REPROVADO POR MÉDIA E POR FALTAS
7794,603305,57564843,a8d5ecfa0ebc8c6499461c0cf211114c,3.0,1.5,f,2.2,28.0,REPROVADO POR MÉDIA E POR FALTAS
7798,603309,57564843,2e8fbcbafb4985ec387775a0466a76cd,1.0,1.0,f,0.3,37.0,REPROVADO POR MÉDIA E POR FALTAS
7799,603310,57564843,2e8fbcbafb4985ec387775a0466a76cd,2.0,0.0,f,0.3,37.0,REPROVADO POR MÉDIA E POR FALTAS
7800,603311,57564843,2e8fbcbafb4985ec387775a0466a76cd,3.0,0.0,f,0.3,37.0,REPROVADO POR MÉDIA E POR FALTAS
7804,603315,57564843,432e6fa6191228bfe54ab1b03b3789a8,1.0,1.0,f,1.1,23.0,REPROVADO
7805,603316,57564843,432e6fa6191228bfe54ab1b03b3789a8,2.0,2.29999995,f,1.1,23.0,REPROVADO
7806,603317,57564843,432e6fa6191228bfe54ab1b03b3789a8,3.0,0.0,f,1.1,23.0,REPROVADO
7807,603318,57564843,9587f07b5bb20fc57f90e83d1b107a5b,1.0,0.0,f,0.0,68.0,REPROVADO POR MÉDIA E POR FALTAS
7808,603319,57564843,9587f07b5bb20fc57f90e83d1b107a5b,2.0,0.0,f,0.0,68.0,REPROVADO POR MÉDIA E POR FALTAS
7809,603320,57564843,9587f07b5bb20fc57f90e83d1b107a5b,3.0,0.0,f,0.0,68.0,REPROVADO POR MÉDIA E POR FALTAS
7810,603321,57564843,b747baeb100d39e775e6b8bfc1661ead,1.0,8.5,f,6.5,8.0,APROVADO POR NOTA
7811,603322,57564843,b747baeb100d39e775e6b8bfc1661ead,2.0,6.5,f,6.5,8.0,APROVADO POR NOTA
7812,603323,57564843,b747baeb100d39e775e6b8bfc1661ead,3.0,4.5,f,6.5,8.0,APROVADO POR NOTA
7813,603324,57564843,841a4b19383a7b15a267e8f02035e7bc,1.0,5.5,f,3.0,10.0,REPROVADO
7814,603325,57564843,841a4b19383a7b15a267e8f02035e7bc,2.0,3.5,f,3.0,10.0,REPROVADO
7815,603326,57564843,841a4b19383a7b15a267e8f02035e7bc,3.0,0.0,f,3.0,10.0,REPROVADO
7823,603334,57564843,26f01fd04f5b620248135bd79c00ab4d,1.0,6.0,f,4.7,24.0,REPROVADO
7824,603335,57564843,26f01fd04f5b620248135bd79c00ab4d,2.0,0.0,t,4.7,24.0,REPROVADO
7825,603336,57564843,26f01fd04f5b620248135bd79c00ab4d,3.0,4.5,f,4.7,24.0,REPROVADO
7826,603337,57564843,5f104921a4144c61381f27ed8566675b,1.0,6.0,f,5.4,9.0,APROVADO POR NOTA
7827,603338,57564843,5f104921a4144c61381f27ed8566675b,2.0,4.80000019,f,5.4,9.0,APROVADO POR NOTA
7828,603339,57564843,5f104921a4144c61381f27ed8566675b,3.0,5.5,f,5.4,9.0,APROVADO POR NOTA
7829,603340,57564843,6d3bd1cc430fb7ed07bc6081aa6ada21,1.0,1.0,f,1.1,36.0,REPROVADO POR MÉDIA E POR FALTAS
7830,603341,57564843,6d3bd1cc430fb7ed07bc6081aa6ada21,2.0,2.29999995,f,1.1,36.0,REPROVADO POR MÉDIA E POR FALTAS
7831,603342,57564843,6d3bd1cc430fb7ed07bc6081aa6ada21,3.0,0.0,f,1.1,36.0,REPROVADO POR MÉDIA E POR FALTAS
7832,603343,57564843,70ab5bf4ea48b0305dac34a3b6ca9a30,1.0,10.0,f,8.3,11.0,APROVADO
7833,603344,57564843,70ab5bf4ea48b0305dac34a3b6ca9a30,2.0,7.30000019,f,8.3,11.0,APROVADO
7834,603345,57564843,70ab5bf4ea48b0305dac34a3b6ca9a30,3.0,7.5,f,8.3,11.0,APROVADO
7836,116574,57564844,a2b2ef559d7913f7f419197a1beb2e8c,1.0,6.5,f,5.2,2.0,APROVADO POR NOTA
7837,116575,57564844,a2b2ef559d7913f7f419197a1beb2e8c,2.0,1.20000005,t,5.2,2.0,APROVADO POR NOTA
7838,116576,57564844,a2b2ef559d7913f7f419197a1beb2e8c,3.0,6.19999981,f,5.2,2.0,APROVADO POR NOTA
7839,116577,57564844,b554a7595a1fc91654a00f846c41dc6f,1.0,9.0,f,3.0,16.0,REPROVADO
7840,116578,57564844,b554a7595a1fc91654a00f846c41dc6f,2.0,0.0,f,3.0,16.0,REPROVADO
7841,116579,57564844,b554a7595a1fc91654a00f846c41dc6f,3.0,0.0,f,3.0,16.0,REPROVADO
7842,116580,57564844,736b02f7e21fadd7be4b5e2c8e3220cc,1.0,7.5,f,6.3,2.0,APROVADO POR NOTA
7843,116581,57564844,736b02f7e21fadd7be4b5e2c8e3220cc,2.0,2.20000005,t,6.3,2.0,APROVADO POR NOTA
7844,116582,57564844,736b02f7e21fadd7be4b5e2c8e3220cc,3.0,3.5999999,f,6.3,2.0,APROVADO POR NOTA
7846,116584,57564844,1235a9301fcee8edf5d74e0f0f2df292,1.0,4.0,f,1.6,4.0,REPROVADO
7847,116585,57564844,1235a9301fcee8edf5d74e0f0f2df292,2.0,0.800000012,f,1.6,4.0,REPROVADO
7848,116586,57564844,1235a9301fcee8edf5d74e0f0f2df292,3.0,0.0,f,1.6,4.0,REPROVADO
7849,116587,57564844,88790547343038856c4dba8ee1a3bbe6,1.0,5.0,f,1.8,2.0,REPROVADO
7850,116588,57564844,88790547343038856c4dba8ee1a3bbe6,2.0,0.200000003,f,1.8,2.0,REPROVADO
7851,116589,57564844,88790547343038856c4dba8ee1a3bbe6,3.0,0.300000012,f,1.8,2.0,REPROVADO
7852,116590,57564844,679c140c591149567fb371703ba24cef,1.0,8.0,f,4.7,4.0,REPROVADO
7853,116591,57564844,679c140c591149567fb371703ba24cef,2.0,3.0,f,4.7,4.0,REPROVADO
7854,116592,57564844,679c140c591149567fb371703ba24cef,3.0,3.20000005,f,4.7,4.0,REPROVADO
7855,116593,57564844,51a920b9ab104a241c04fe06fcd5351d,1.0,7.0,f,2.3,28.0,REPROVADO POR MÉDIA E POR FALTAS
7856,116594,57564844,51a920b9ab104a241c04fe06fcd5351d,2.0,0.0,f,2.3,28.0,REPROVADO POR MÉDIA E POR FALTAS
7857,116595,57564844,51a920b9ab104a241c04fe06fcd5351d,3.0,0.0,f,2.3,28.0,REPROVADO POR MÉDIA E POR FALTAS
7858,116596,57564844,41a0fc5b21f574bff1124ce4193798dd,1.0,6.5,f,3.5,0.0,REPROVADO
7859,116597,57564844,41a0fc5b21f574bff1124ce4193798dd,2.0,2.70000005,f,3.5,0.0,REPROVADO
7860,116598,57564844,41a0fc5b21f574bff1124ce4193798dd,3.0,1.29999995,f,3.5,0.0,REPROVADO
7862,116600,57564844,9c8c21e07fb93342e39e3564779181cb,1.0,7.5,f,5.0,2.0,APROVADO POR NOTA
7863,116601,57564844,9c8c21e07fb93342e39e3564779181cb,2.0,2.20000005,t,5.0,2.0,APROVADO POR NOTA
7864,116602,57564844,9c8c21e07fb93342e39e3564779181cb,3.0,3.70000005,f,5.0,2.0,APROVADO POR NOTA
7865,116603,57564844,5a362b6c394f14f12a8867d0c0494641,1.0,3.0,f,6.3,2.0,APROVADO POR NOTA
7866,116604,57564844,5a362b6c394f14f12a8867d0c0494641,2.0,7.099999900000001,f,6.3,2.0,APROVADO POR NOTA
7867,116605,57564844,5a362b6c394f14f12a8867d0c0494641,3.0,8.80000019,f,6.3,2.0,APROVADO POR NOTA
7868,116606,57564844,e4dcda7fa43cfcaa58044c501b34f030,1.0,10.0,f,7.1,10.0,APROVADO
7869,116607,57564844,e4dcda7fa43cfcaa58044c501b34f030,2.0,4.9000001,f,7.1,10.0,APROVADO
7870,116608,57564844,e4dcda7fa43cfcaa58044c501b34f030,3.0,6.5,f,7.1,10.0,APROVADO
7871,116609,57564844,8f2376aeb9e3706397ca5ae77c5c6546,1.0,4.0,t,4.5,23.0,REPROVADO
7872,116610,57564844,8f2376aeb9e3706397ca5ae77c5c6546,2.0,4.30000019,f,4.5,23.0,REPROVADO
7873,116611,57564844,8f2376aeb9e3706397ca5ae77c5c6546,3.0,4.0999998999999985,f,4.5,23.0,REPROVADO
7874,116612,57564844,f28e052d0580964522fc2df687450a3d,1.0,10.0,f,9.9,6.0,APROVADO
7875,116613,57564844,f28e052d0580964522fc2df687450a3d,2.0,9.80000019,f,9.9,6.0,APROVADO
7876,116614,57564844,f28e052d0580964522fc2df687450a3d,3.0,10.0,f,9.9,6.0,APROVADO
7877,116615,57564844,e6cdfc6ba7edb9e72e88b259112088c6,1.0,9.0,f,6.4,0.0,APROVADO POR NOTA
7878,116616,57564844,e6cdfc6ba7edb9e72e88b259112088c6,2.0,2.0999999,t,6.4,0.0,APROVADO POR NOTA
7879,116617,57564844,e6cdfc6ba7edb9e72e88b259112088c6,3.0,2.79999995,f,6.4,0.0,APROVADO POR NOTA
7884,116622,57564844,bf797d2f088087988a830799e5e8d316,1.0,9.0,f,3.0,72.0,REPROVADO POR MÉDIA E POR FALTAS
7885,116623,57564844,bf797d2f088087988a830799e5e8d316,2.0,0.0,f,3.0,72.0,REPROVADO POR MÉDIA E POR FALTAS
7886,116624,57564844,bf797d2f088087988a830799e5e8d316,3.0,0.0,f,3.0,72.0,REPROVADO POR MÉDIA E POR FALTAS
7887,116625,57564844,2611cfc63edfc0980b1925fd819ec700,1.0,0.0,f,0.0,43.0,REPROVADO POR MÉDIA E POR FALTAS
7888,116626,57564844,2611cfc63edfc0980b1925fd819ec700,2.0,0.0,f,0.0,43.0,REPROVADO POR MÉDIA E POR FALTAS
7889,116627,57564844,2611cfc63edfc0980b1925fd819ec700,3.0,0.0,f,0.0,43.0,REPROVADO POR MÉDIA E POR FALTAS
7893,116631,57564844,fd3e47920988063d44319fa2c8d373da,1.0,3.0,f,1.7,24.0,REPROVADO
7894,116632,57564844,fd3e47920988063d44319fa2c8d373da,2.0,2.0,f,1.7,24.0,REPROVADO
7895,116633,57564844,fd3e47920988063d44319fa2c8d373da,3.0,0.0,f,1.7,24.0,REPROVADO
7900,116638,57564844,5ff2a17b3e44f4ad386b87374a841675,1.0,2.0,f,1.2,6.0,REPROVADO
7901,116639,57564844,5ff2a17b3e44f4ad386b87374a841675,2.0,1.60000002,f,1.2,6.0,REPROVADO
7902,116640,57564844,5ff2a17b3e44f4ad386b87374a841675,3.0,0.0,f,1.2,6.0,REPROVADO
7907,116645,57564844,c1f3ad0fcde65ba2674759fb0387082e,1.0,0.0,f,0.7,50.0,REPROVADO POR MÉDIA E POR FALTAS
7908,116646,57564844,c1f3ad0fcde65ba2674759fb0387082e,2.0,2.0,f,0.7,50.0,REPROVADO POR MÉDIA E POR FALTAS
7909,116647,57564844,c1f3ad0fcde65ba2674759fb0387082e,3.0,0.0,f,0.7,50.0,REPROVADO POR MÉDIA E POR FALTAS
7910,116648,57564844,01bec0a9416e21c139c4b5e8e4b00394,1.0,5.5,f,1.8,16.0,REPROVADO
7911,116649,57564844,01bec0a9416e21c139c4b5e8e4b00394,2.0,0.0,f,1.8,16.0,REPROVADO
7912,116650,57564844,01bec0a9416e21c139c4b5e8e4b00394,3.0,0.0,f,1.8,16.0,REPROVADO
7913,116651,57564844,23c3e6fe2285999433491924f662c872,1.0,5.5,f,2.1,14.0,REPROVADO
7914,116652,57564844,23c3e6fe2285999433491924f662c872,2.0,0.800000012,f,2.1,14.0,REPROVADO
7915,116653,57564844,23c3e6fe2285999433491924f662c872,3.0,0.0,f,2.1,14.0,REPROVADO
7916,116654,57564844,b0febe58ff9dea32f4c25d7cfe37920b,1.0,9.0,f,8.7,10.0,APROVADO
7917,116655,57564844,b0febe58ff9dea32f4c25d7cfe37920b,2.0,7.69999981,f,8.7,10.0,APROVADO
7918,116656,57564844,b0febe58ff9dea32f4c25d7cfe37920b,3.0,9.39999962,f,8.7,10.0,APROVADO
7920,116658,57564844,8a8878d0e0f3adde0d8da2b9491942a8,1.0,3.5,f,1.5,28.0,REPROVADO POR MÉDIA E POR FALTAS
7921,116659,57564844,8a8878d0e0f3adde0d8da2b9491942a8,2.0,1.0,f,1.5,28.0,REPROVADO POR MÉDIA E POR FALTAS
7922,116660,57564844,8a8878d0e0f3adde0d8da2b9491942a8,3.0,0.0,f,1.5,28.0,REPROVADO POR MÉDIA E POR FALTAS
7923,116661,57564844,3f262f8a7b11adc284750418506c7f94,1.0,4.0,f,2.3,6.0,REPROVADO
7924,116662,57564844,3f262f8a7b11adc284750418506c7f94,2.0,1.39999998,f,2.3,6.0,REPROVADO
7925,116663,57564844,3f262f8a7b11adc284750418506c7f94,3.0,1.60000002,f,2.3,6.0,REPROVADO
7926,116664,57564844,99e5e29d16566a2bed71732ecba19849,1.0,9.0,f,3.4,2.0,REPROVADO
7927,116665,57564844,99e5e29d16566a2bed71732ecba19849,2.0,0.0,t,3.4,2.0,REPROVADO
7928,116666,57564844,99e5e29d16566a2bed71732ecba19849,3.0,0.8999999759999999,f,3.4,2.0,REPROVADO
7929,116667,57564844,fa59fcc35019ddcd80bc63a4b30192d0,1.0,10.0,f,9.6,6.0,APROVADO
7930,116668,57564844,fa59fcc35019ddcd80bc63a4b30192d0,2.0,8.80000019,f,9.6,6.0,APROVADO
7931,116669,57564844,fa59fcc35019ddcd80bc63a4b30192d0,3.0,10.0,f,9.6,6.0,APROVADO
7935,116673,57564844,00d23d8801e80f5326f9409bc1edee9b,1.0,2.0,f,1.2,14.0,REPROVADO
7936,116674,57564844,00d23d8801e80f5326f9409bc1edee9b,2.0,1.5,f,1.2,14.0,REPROVADO
7937,116675,57564844,00d23d8801e80f5326f9409bc1edee9b,3.0,0.0,f,1.2,14.0,REPROVADO
7938,116676,57564844,d26ea439ed2a5db2fe5c0a5e1a6dfc16,1.0,2.5,f,1.2,23.0,REPROVADO
7939,116677,57564844,d26ea439ed2a5db2fe5c0a5e1a6dfc16,2.0,1.10000002,f,1.2,23.0,REPROVADO
7940,116678,57564844,d26ea439ed2a5db2fe5c0a5e1a6dfc16,3.0,0.0,f,1.2,23.0,REPROVADO
7942,116680,57564844,a2b2ef559d7913f7f419197a1beb2e8c,1.0,6.5,f,5.2,2.0,APROVADO POR NOTA
7943,116681,57564844,a2b2ef559d7913f7f419197a1beb2e8c,2.0,1.20000005,t,5.2,2.0,APROVADO POR NOTA
7944,116682,57564844,a2b2ef559d7913f7f419197a1beb2e8c,3.0,6.19999981,f,5.2,2.0,APROVADO POR NOTA
7945,116683,57564844,b554a7595a1fc91654a00f846c41dc6f,1.0,9.0,f,3.0,16.0,REPROVADO
7946,116684,57564844,b554a7595a1fc91654a00f846c41dc6f,2.0,0.0,f,3.0,16.0,REPROVADO
7947,116685,57564844,b554a7595a1fc91654a00f846c41dc6f,3.0,0.0,f,3.0,16.0,REPROVADO
7948,116686,57564844,736b02f7e21fadd7be4b5e2c8e3220cc,1.0,7.5,f,6.3,2.0,APROVADO POR NOTA
7949,116687,57564844,736b02f7e21fadd7be4b5e2c8e3220cc,2.0,2.20000005,t,6.3,2.0,APROVADO POR NOTA
7950,116688,57564844,736b02f7e21fadd7be4b5e2c8e3220cc,3.0,3.5999999,f,6.3,2.0,APROVADO POR NOTA
7952,116690,57564844,1235a9301fcee8edf5d74e0f0f2df292,1.0,4.0,f,1.6,4.0,REPROVADO
7953,116691,57564844,1235a9301fcee8edf5d74e0f0f2df292,2.0,0.800000012,f,1.6,4.0,REPROVADO
7954,116692,57564844,1235a9301fcee8edf5d74e0f0f2df292,3.0,0.0,f,1.6,4.0,REPROVADO
7955,116693,57564844,88790547343038856c4dba8ee1a3bbe6,1.0,5.0,f,1.8,2.0,REPROVADO
7956,116694,57564844,88790547343038856c4dba8ee1a3bbe6,2.0,0.200000003,f,1.8,2.0,REPROVADO
7957,116695,57564844,88790547343038856c4dba8ee1a3bbe6,3.0,0.300000012,f,1.8,2.0,REPROVADO
7958,116696,57564844,679c140c591149567fb371703ba24cef,1.0,8.0,f,4.7,4.0,REPROVADO
7959,116697,57564844,679c140c591149567fb371703ba24cef,2.0,3.0,f,4.7,4.0,REPROVADO
7960,116698,57564844,679c140c591149567fb371703ba24cef,3.0,3.20000005,f,4.7,4.0,REPROVADO
7961,116699,57564844,51a920b9ab104a241c04fe06fcd5351d,1.0,7.0,f,2.3,28.0,REPROVADO POR MÉDIA E POR FALTAS
7962,116700,57564844,51a920b9ab104a241c04fe06fcd5351d,2.0,0.0,f,2.3,28.0,REPROVADO POR MÉDIA E POR FALTAS
7963,116701,57564844,51a920b9ab104a241c04fe06fcd5351d,3.0,0.0,f,2.3,28.0,REPROVADO POR MÉDIA E POR FALTAS
7964,116702,57564844,41a0fc5b21f574bff1124ce4193798dd,1.0,6.5,f,3.5,0.0,REPROVADO
7965,116703,57564844,41a0fc5b21f574bff1124ce4193798dd,2.0,2.70000005,f,3.5,0.0,REPROVADO
7966,116704,57564844,41a0fc5b21f574bff1124ce4193798dd,3.0,1.29999995,f,3.5,0.0,REPROVADO
7968,116706,57564844,9c8c21e07fb93342e39e3564779181cb,1.0,7.5,f,5.0,2.0,APROVADO POR NOTA
7969,116707,57564844,9c8c21e07fb93342e39e3564779181cb,2.0,2.20000005,t,5.0,2.0,APROVADO POR NOTA
7970,116708,57564844,9c8c21e07fb93342e39e3564779181cb,3.0,3.70000005,f,5.0,2.0,APROVADO POR NOTA
7971,116709,57564844,5a362b6c394f14f12a8867d0c0494641,1.0,3.0,f,6.3,2.0,APROVADO POR NOTA
7972,116710,57564844,5a362b6c394f14f12a8867d0c0494641,2.0,7.099999900000001,f,6.3,2.0,APROVADO POR NOTA
7973,116711,57564844,5a362b6c394f14f12a8867d0c0494641,3.0,8.80000019,f,6.3,2.0,APROVADO POR NOTA
7974,116712,57564844,e4dcda7fa43cfcaa58044c501b34f030,1.0,10.0,f,7.1,10.0,APROVADO
7975,116713,57564844,e4dcda7fa43cfcaa58044c501b34f030,2.0,4.9000001,f,7.1,10.0,APROVADO
7976,116714,57564844,e4dcda7fa43cfcaa58044c501b34f030,3.0,6.5,f,7.1,10.0,APROVADO
7977,116715,57564844,8f2376aeb9e3706397ca5ae77c5c6546,1.0,4.0,t,4.5,23.0,REPROVADO
7978,116716,57564844,8f2376aeb9e3706397ca5ae77c5c6546,2.0,4.30000019,f,4.5,23.0,REPROVADO
7979,116717,57564844,8f2376aeb9e3706397ca5ae77c5c6546,3.0,4.0999998999999985,f,4.5,23.0,REPROVADO
7980,116718,57564844,f28e052d0580964522fc2df687450a3d,1.0,10.0,f,9.9,6.0,APROVADO
7981,116719,57564844,f28e052d0580964522fc2df687450a3d,2.0,9.80000019,f,9.9,6.0,APROVADO
7982,116720,57564844,f28e052d0580964522fc2df687450a3d,3.0,10.0,f,9.9,6.0,APROVADO
7983,116721,57564844,e6cdfc6ba7edb9e72e88b259112088c6,1.0,9.0,f,6.4,0.0,APROVADO POR NOTA
7984,116722,57564844,e6cdfc6ba7edb9e72e88b259112088c6,2.0,2.0999999,t,6.4,0.0,APROVADO POR NOTA
7985,116723,57564844,e6cdfc6ba7edb9e72e88b259112088c6,3.0,2.79999995,f,6.4,0.0,APROVADO POR NOTA
7990,116728,57564844,bf797d2f088087988a830799e5e8d316,1.0,9.0,f,3.0,72.0,REPROVADO POR MÉDIA E POR FALTAS
7991,116729,57564844,bf797d2f088087988a830799e5e8d316,2.0,0.0,f,3.0,72.0,REPROVADO POR MÉDIA E POR FALTAS
7992,116730,57564844,bf797d2f088087988a830799e5e8d316,3.0,0.0,f,3.0,72.0,REPROVADO POR MÉDIA E POR FALTAS
7993,116731,57564844,2611cfc63edfc0980b1925fd819ec700,1.0,0.0,f,0.0,43.0,REPROVADO POR MÉDIA E POR FALTAS
7994,116732,57564844,2611cfc63edfc0980b1925fd819ec700,2.0,0.0,f,0.0,43.0,REPROVADO POR MÉDIA E POR FALTAS
7995,116733,57564844,2611cfc63edfc0980b1925fd819ec700,3.0,0.0,f,0.0,43.0,REPROVADO POR MÉDIA E POR FALTAS
